ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,default payment next month
4777b450-1621,170000,1,1,2,-1,-1,-1,-1,-1,-1,0
695425ee-a4f9,30000,1,1,1,-1,-1,-1,-2,-2,-2,0
f89a406f-5bc8,300000,1,1,1,1,-2,-2,-2,-2,-2,1
68b9ba18-b29d,50000,1,2,2,0,0,0,0,0,0,0
2e0bfca4-4cda,100000,2,3,1,-1,-1,-1,-2,-2,-2,0
43d52479-cd37,150000,2,1,2,0,0,2,0,0,0,1
2c93c378-4bf3,50000,1,1,2,0,0,0,0,0,0,0
33c7451c-8e34,190000,2,2,2,-1,-1,-1,-1,-2,-1,0
18bcdd01-5ff4,20000,2,3,2,0,0,0,0,-1,-1,0
7988eb3f-03d2,50000,2,3,1,1,2,2,2,0,0,0
dfe63144-2b3c,30000,2,2,1,-1,-1,-1,-1,-1,-1,1
99e012ac-d435,280000,1,1,1,-1,-1,-1,-1,-1,-1,0
19ff8bf2-4540,100000,1,2,2,-2,-2,-2,-2,-2,-2,0
c41536c6-5c44,20000,1,3,2,0,0,2,3,2,2,0
b097496e-0b74,50000,1,2,1,0,0,0,0,0,0,0
682ed37c-15d4,50000,2,2,3,0,-1,0,0,0,-2,0
7ed8069b-b56a,220000,2,1,2,-2,-2,-2,-2,-2,-2,0
23911f7f-8da8,440000,1,1,1,-1,-1,-1,-1,-1,-1,0
98824618-af1e,50000,1,2,2,0,0,0,0,0,0,1
8a2a4885-171d,300000,1,1,2,-1,-1,-1,-1,-1,-1,0
989c7bc6-20ea,290000,2,1,1,0,0,0,0,0,0,0
2016f46e-7a98,390000,1,2,1,1,2,0,0,0,0,0
6a3aec27-9950,220000,2,2,2,-1,-1,-2,-1,-1,-2,1
90486792-c840,150000,2,2,2,0,0,-1,0,0,0,0
0cb7e5c7-2ff1,200000,1,1,1,-1,-1,-2,-2,-2,-2,0
25f714d7-8423,120000,2,2,2,0,0,0,0,0,0,0
f442a5b4-9874,180000,2,2,1,0,0,0,0,0,0,0
37a543c4-67c8,20000,1,1,2,0,0,0,0,0,0,0
f94b8d6d-51b5,20000,1,2,2,0,0,2,0,0,0,0
3d0e1cda-4974,50000,1,3,1,-1,2,2,-2,-2,-2,1
6a1fd6d5-9cf0,290000,2,2,2,-2,-2,-2,-2,-2,-2,0
d8305296-a50c,150000,2,1,2,-2,-2,-2,-2,-2,-2,0
de4dba8e-85ae,80000,2,2,2,0,0,0,0,0,0,1
5244ab71-02e1,180000,2,3,1,-1,-1,-1,-1,-1,-1,0
48aec3ac-35be,80000,1,1,2,-1,-1,-1,-1,-1,2,0
57893a21-3679,300000,1,1,2,-1,-1,-1,-1,0,-1,0
55d20af2-c1d0,50000,2,3,1,0,0,0,0,0,-1,0
7ac2976f-7ba7,150000,2,1,2,0,0,2,0,0,2,1
1ddfdf1d-7703,320000,2,1,2,-1,-1,-1,-1,-1,0,0
bbdb2e84-dd9e,60000,2,1,2,0,0,0,0,0,0,0
7eed14ce-9d59,20000,1,3,2,0,0,2,2,2,0,1
796c534d-667a,230000,1,1,2,2,2,2,2,2,2,0
45e9126c-41d9,310000,2,2,1,0,0,0,-1,0,0,0
e4ea08c6-7c7b,230000,2,1,2,-1,-1,-1,0,0,0,0
76aca4b7-527f,200000,2,1,1,-2,-2,-2,-2,-2,-2,0
53cc031f-2019,100000,2,1,2,0,0,0,0,2,0,1
8690eb7d-4f40,310000,1,2,1,-1,-1,-1,0,-1,-1,0
c8cac3d5-19bc,180000,1,3,1,2,2,0,0,0,2,1
28acaa00-a833,390000,2,1,1,0,0,0,0,0,0,0
fe6f48f7-6d1d,50000,2,2,1,0,0,0,0,0,0,0
5202e0e6-5c41,140000,1,1,2,0,0,0,0,0,0,0
e7ca951f-46f3,170000,1,1,2,-1,-1,-1,-1,-1,-1,1
77f7310e-8371,250000,2,2,1,-2,-2,-2,-2,-2,-2,0
aa11a350-bbb4,50000,2,3,1,2,2,0,0,0,0,1
8d188a2e-c156,90000,1,1,2,0,0,0,2,2,2,0
74b34c4b-841e,90000,1,2,1,2,0,0,0,0,0,1
e265f755-10a1,160000,2,1,2,0,0,-2,-1,-1,-1,0
f84541b7-e72e,360000,1,2,2,0,0,0,0,0,0,0
9cdae767-cdcd,330000,2,1,2,0,0,0,0,0,0,0
80048a9a-8692,50000,2,3,1,1,2,0,0,0,0,0
9a2d23fb-cf20,60000,2,2,1,2,2,0,0,0,0,1
8a9a6b67-fe96,10000,2,3,2,0,0,-1,-1,-1,-1,0
e2b3037d-9d4c,70000,1,2,1,1,2,2,2,0,0,0
6e6db8df-7cdd,150000,2,1,1,-2,-2,-2,-2,-2,-2,1
904c4387-1d79,130000,2,3,1,0,0,0,0,0,0,0
2df39bf7-5b6d,130000,1,1,2,0,0,0,0,0,0,0
861f37ec-2e8f,100000,2,2,1,-2,-2,-2,-2,-2,-2,0
66fc7a86-e7f7,130000,1,2,2,0,0,0,-2,-2,-2,0
b12f56f6-902d,80000,2,2,2,2,0,0,0,0,0,1
53ccc2e6-4da8,380000,1,1,2,0,0,2,0,0,0,0
6654b6da-2282,20000,2,2,2,0,0,0,0,0,0,1
37c71141-ede0,20000,1,2,2,0,0,3,2,2,-1,0
dbc9b76d-d177,140000,1,1,1,0,0,0,0,0,0,1
1620a989-95c0,180000,1,1,2,-1,-1,-1,-1,-1,-1,0
20264e46-7d29,230000,2,1,2,-2,-2,-2,-2,-2,-2,0
a2acc70f-39c9,90000,1,1,2,-1,-1,-1,-1,-1,2,0
fd5234d6-8081,160000,1,2,2,-1,-1,-1,-1,-1,-1,0
e124e23f-1e25,140000,2,2,2,-2,-2,-2,-2,-2,-2,0
afd3078c-d719,250000,2,2,1,0,0,0,0,0,0,0
1765db5b-17f5,120000,2,1,2,0,0,0,0,0,0,0
82658f01-21fc,10000,1,2,2,2,2,3,3,3,3,1
bd7efc0e-bcca,60000,2,2,1,-2,-2,-2,-2,-2,-2,0
5a153f79-6e93,60000,2,2,1,0,0,0,0,0,0,0
3900ad03-7d0b,50000,1,2,2,0,0,0,0,0,0,0
4cb1ad77-df20,130000,1,3,1,0,0,0,0,0,0,0
370ae6a2-0d7a,130000,1,1,2,0,0,0,0,0,0,0
b698fc49-7ee8,80000,2,2,1,0,0,0,0,0,0,0
84730d37-2733,50000,1,2,2,1,-2,-2,-2,-2,-2,0
eb257244-0502,290000,2,1,1,1,2,-1,-1,-1,-1,0
1b80f78b-6f7f,200000,1,1,1,0,0,-2,-2,-1,-1,0
fdf10dfe-0373,20000,1,2,2,0,0,0,0,0,-2,0
6c94639c-ff2d,500000,1,1,2,-1,-1,-1,-2,-1,-1,0
44c0d1ed-966e,130000,2,1,2,1,2,2,2,2,2,0
2b6dec61-a4b6,30000,2,1,2,0,0,0,0,0,0,1
99002997-e129,20000,2,1,2,2,2,2,0,0,0,1
b0405b08-a772,70000,2,2,2,0,0,0,0,0,0,0
7716c030-3a22,50000,2,2,1,-1,-1,-1,-1,-1,-1,1
c2281efb-5134,360000,1,2,1,-1,-1,-1,-1,-1,-1,0
3ec42fb1-5721,50000,2,3,1,0,0,0,0,0,0,0
15574e22-dba0,180000,2,3,1,0,0,0,-2,-2,-2,0
36b1f2fd-afa6,50000,1,2,2,2,2,0,0,0,2,1
87035646-9429,120000,2,1,2,-2,-2,-2,-2,-2,-2,0
23b5d929-b921,80000,2,2,1,2,2,2,2,2,2,1
c0caa88a-d84a,330000,2,1,1,1,-2,-2,-2,-2,-1,0
517aedcb-17f7,40000,1,3,1,0,0,0,0,0,0,1
5bb71f1a-dcd2,50000,1,2,2,0,0,0,0,0,0,0
76e63cb2-cecd,80000,1,3,1,0,0,0,0,0,0,0
915936a1-f9fb,160000,1,2,1,0,0,2,2,0,0,0
a63e46ff-3334,80000,2,1,2,-1,-1,0,0,-2,-2,0
dddee0a7-4c72,400000,1,2,1,0,0,0,0,0,2,0
4a9edc8b-b1c4,220000,1,2,1,-1,-1,-1,-1,-1,-1,1
15d62310-0ebf,40000,2,2,1,0,0,2,2,2,2,1
99911f77-8b3f,280000,2,2,2,-1,0,0,0,2,0,0
766c48cc-90c5,50000,2,1,2,0,0,0,-2,-2,-2,0
11493f17-5568,200000,2,1,2,0,0,0,0,0,0,0
02737315-370f,390000,2,1,2,0,0,0,0,0,0,0
5c8adede-e21a,400000,2,1,2,-1,0,0,0,0,0,0
85d5ea46-46a6,120000,2,3,2,-1,-1,-1,-1,-1,-1,1
9254dd59-7b5e,200000,1,1,2,1,-2,-2,-2,-2,-2,0
1f042d88-a074,280000,1,2,1,0,0,0,0,0,0,0
79245254-dbef,230000,2,1,2,0,0,0,0,0,0,0
ab4393ac-7597,280000,2,1,1,-1,-1,-1,-1,-1,-1,0
48708a85-fe81,130000,1,3,2,0,0,0,0,0,0,0
b19388fc-735e,160000,2,2,1,-1,-1,-1,-1,-1,-1,1
c92e22b4-6b80,120000,1,3,1,-1,-1,-1,-1,-1,-1,0
1f4de3b7-7c56,300000,2,3,1,-1,-1,-1,-1,-1,-1,0
bff83339-832f,20000,2,1,2,-2,-2,-2,-2,-2,-2,0
e0e21653-3ae3,450000,1,1,2,-1,-1,-1,-1,-1,-1,1
9bc525f8-5068,250000,1,2,1,-2,-2,-2,-2,-2,-2,0
7eb408f2-8aff,100000,2,2,1,0,0,0,0,0,0,0
1e7a82a9-90ca,150000,2,2,2,0,0,0,0,0,0,0
63513960-6345,500000,2,1,2,-2,-1,-1,-1,-1,-1,0
4ac165dc-4e7d,20000,1,2,2,-1,-1,-1,0,0,0,0
b7f16682-091f,50000,1,2,2,0,0,0,0,0,0,0
d4ff103b-b5b8,100000,1,2,2,0,0,0,0,0,0,1
d80f841e-82c3,200000,2,2,2,2,2,0,0,0,0,0
8f63d959-e265,150000,2,2,2,0,0,0,0,0,0,0
2d027e27-1c74,80000,1,1,2,0,0,0,-1,2,2,0
0dfb4ef6-c46e,160000,1,1,1,1,-1,-1,-1,-1,-1,0
51441eb9-1886,180000,2,2,1,-1,-1,-1,-1,-1,-1,0
1f7c9f18-b37f,180000,2,1,2,0,0,-1,0,-1,-1,0
1fddb515-a593,110000,2,1,2,0,0,0,0,0,0,0
612703bd-cd5e,50000,2,3,1,0,0,-2,-2,-1,0,0
00f39f59-79a9,200000,2,3,2,0,0,0,0,0,0,0
16f9ed45-52b4,70000,2,3,1,2,-1,-1,-1,-1,-1,0
a1754a19-f0a9,360000,2,2,2,0,0,-2,-1,0,0,0
f230bba2-21da,260000,2,2,1,0,0,0,0,0,0,1
327d06d5-ce7f,50000,1,3,1,0,0,0,0,0,0,0
fcce078b-8851,380000,2,2,1,-1,-1,0,0,0,0,0
597ae4f9-4242,50000,1,2,2,-1,-1,-2,-2,-2,-2,0
f1360c37-1bde,20000,1,3,1,0,0,-1,-1,-1,-1,1
051fb09b-9898,270000,1,4,2,-2,-2,-2,-2,-2,-2,0
66c562d9-9c7d,460000,1,1,2,0,0,0,0,0,0,0
89803b17-be7b,60000,1,3,2,0,0,0,0,2,0,0
db43b268-f266,200000,2,1,1,-1,-1,-1,-1,-1,-1,0
c473ebc7-24c9,50000,2,2,2,1,2,2,2,2,2,1
02dba6d7-a74d,20000,2,1,2,0,0,0,0,0,0,0
45c19f50-bf28,290000,2,2,1,0,0,0,0,0,0,1
bc2df8e6-88ac,110000,2,2,2,0,0,0,0,0,0,0
33b78bf7-6e2b,160000,2,3,1,2,2,2,2,2,2,1
08425e64-bf76,70000,2,2,1,0,0,0,0,0,0,0
3904d493-61eb,200000,2,1,2,-2,-2,-2,-2,-1,-1,1
b2374afe-8040,80000,2,2,2,0,0,0,0,0,0,0
043c82d3-29a7,20000,1,1,2,-2,-2,0,0,0,0,1
d1a01d6e-e2be,210000,1,1,2,-2,-2,-2,-2,-2,-2,0
005595a8-f556,180000,2,3,1,2,0,0,-2,-2,-2,1
69df58bc-bda3,50000,1,2,3,0,0,0,0,0,0,0
9bf15938-962b,30000,1,2,2,1,3,2,2,0,0,1
1dc5771b-3a3b,150000,1,1,2,-1,-1,-1,-1,-1,-1,0
96764ec3-1ee4,150000,1,1,2,-1,2,2,-2,-2,-2,1
8a17dea7-4460,260000,1,1,1,1,-1,-1,-1,-1,-2,0
42f3f6c9-4a0c,310000,2,1,2,0,0,0,0,0,0,0
7361e983-2712,150000,2,1,2,0,0,0,0,0,0,0
cc6afeae-e495,200000,2,1,2,-1,-1,-1,-1,-1,-1,0
0a4ed32c-94e6,220000,2,2,1,-1,-1,-1,-1,-2,-2,0
a9a0e188-bd1c,540000,2,1,2,-1,-1,-1,-1,-1,-1,0
154663e0-3c85,280000,1,2,2,0,0,0,0,0,0,0
4ff7e502-8ad4,230000,1,2,2,0,0,0,0,0,0,0
fb92d7df-be39,50000,1,1,1,0,0,2,3,2,2,0
141b5cd5-7b48,20000,2,2,2,1,-2,-2,-2,-1,-1,0
1ed6152a-dfab,10000,1,2,2,1,6,5,4,3,2,1
4b12f86e-6be4,500000,1,1,1,0,0,0,0,0,0,0
1fa286a7-b9f1,50000,2,2,2,0,0,0,0,0,0,0
23e9baad-cf0a,420000,2,2,2,-1,-1,-1,-1,-1,-1,0
88e0e583-beeb,50000,2,2,2,0,0,-1,2,0,0,0
fdaabf07-4897,280000,2,1,2,-2,-2,-2,-2,-2,-2,0
f860f389-6d24,50000,1,2,1,0,0,0,-1,0,0,0
1ce82693-8875,160000,2,3,1,2,2,2,0,0,2,1
dc039022-1592,40000,2,2,1,2,2,2,2,2,2,1
6fe26168-0a71,100000,2,2,1,0,0,-1,-1,0,-1,0
3d10489d-0ce2,50000,2,1,2,0,0,0,0,0,0,0
2b9473dc-5d19,130000,2,3,2,0,0,0,0,0,2,0
8ab096b8-cd14,30000,2,2,2,0,0,0,0,0,0,0
b643c322-2e71,140000,1,2,1,-1,-1,-1,-1,-1,-1,1
8ac00b19-182c,210000,2,2,1,-1,0,0,0,2,0,0
b458f87e-061d,50000,1,2,1,0,0,0,0,0,0,0
1a535d5c-6108,310000,1,2,1,0,0,0,0,0,0,0
4ff8b3c3-fecd,300000,2,1,1,-2,-2,-1,0,0,0,0
21c72f38-699b,30000,2,2,2,2,2,2,2,2,2,1
2cc60600-4577,90000,2,3,1,0,0,0,0,0,0,0
b76f0d20-d27d,150000,2,2,1,2,2,2,0,0,0,1
2a38084e-c39c,90000,1,1,2,0,0,0,0,0,0,0
20082895-d2db,80000,2,3,2,0,0,0,0,0,0,0
57220ad8-af17,100000,2,1,2,-1,-1,-1,-1,-1,-1,1
feeaabb5-b094,10000,1,2,2,-2,-2,-2,-2,-2,-2,0
28c67668-b9a2,210000,1,1,2,0,0,0,0,0,0,0
f0426f09-27f5,170000,2,2,1,0,-1,-1,-1,-1,0,0
b91348d3-9058,90000,2,2,1,1,2,2,2,2,2,0
c3a68e5e-41de,210000,2,3,2,1,-1,-1,-2,-1,-1,1
8a401d3b-29b8,150000,1,1,1,1,-1,2,-1,-1,-1,0
e1a0b82d-d4bc,80000,2,1,2,1,-1,-1,-1,-2,-2,0
f34f4a24-64d6,130000,2,1,1,0,0,0,-2,-2,-2,1
fd68e30f-1ca2,100000,1,2,2,1,3,7,6,7,8,1
97686ec6-6f04,160000,1,1,1,0,0,0,-2,-1,0,0
9d80a0ea-0381,250000,1,2,2,0,0,0,0,0,0,0
b78d1a2b-6c7d,500000,2,2,1,0,0,0,0,0,-1,0
c5ab1aa6-1cee,260000,1,2,2,0,0,0,0,0,0,0
2f4f4bc9-fd55,50000,2,2,1,-2,-2,-2,-2,-2,-2,0
b3e86a85-70fe,30000,2,2,2,0,0,0,0,0,0,0
1c46c622-2389,110000,2,2,2,1,2,0,0,0,0,0
a90567f2-01f5,500000,1,1,1,-1,-1,-1,-1,-1,-1,0
5175c54f-a060,580000,1,2,1,0,0,0,0,-1,-1,0
cc6d1f0f-f55d,340000,2,1,1,0,0,0,0,0,0,0
436d0d5f-a487,290000,2,1,2,-1,-1,-1,-1,-1,-1,0
efd458d2-d6f6,80000,2,1,2,0,0,0,0,0,0,0
0bea4b53-1a94,360000,1,1,1,-1,-1,-1,-1,-1,-1,1
b502057a-b011,170000,2,1,2,-1,-1,-1,-1,-1,-1,0
306362a8-e4cf,100000,1,2,1,0,0,0,0,2,0,0
17add0fe-d144,450000,1,2,2,0,0,-1,-1,0,0,0
3edc0e82-3cfe,260000,2,1,2,-2,-1,-1,-1,0,0,0
5d1ea940-4d1a,110000,2,2,2,0,0,0,-2,-2,-2,0
e178a709-3f59,20000,1,2,1,0,0,0,-2,-2,-2,0
f9038b9e-2f1d,100000,2,1,1,1,-2,-2,-1,2,2,1
6d571852-b9ae,300000,1,1,2,-2,-2,-2,-2,-2,-2,0
2550bf94-1070,20000,1,2,2,0,0,0,0,0,-1,1
9730989e-dada,360000,2,1,2,0,0,0,0,0,0,0
dbafa498-be06,220000,1,1,2,0,0,0,0,0,0,1
f508fcd2-7ba6,470000,2,2,2,0,0,0,0,0,0,0
29ee3b0d-51f3,70000,2,2,2,0,0,0,0,0,0,0
599b4097-3a13,50000,1,2,2,0,0,0,0,0,0,0
7e884bd5-709d,470000,1,2,1,0,0,0,0,0,0,0
e98f95f9-bfa1,130000,1,2,1,0,0,0,0,-1,-1,0
98d8d312-9016,20000,2,1,2,-1,-1,-1,2,2,2,1
9929e5a3-232a,260000,2,1,2,-2,-2,-2,-2,-1,-1,0
7d99f0a9-c59e,20000,1,1,1,-1,-1,-1,-1,-1,-1,0
7b86a7c6-d600,300000,2,1,2,2,-1,-1,0,0,-2,1
352e8aa6-b377,460000,2,2,2,0,0,0,0,0,0,0
4ecc4a0a-ce1b,20000,2,1,2,1,-1,-1,-1,2,2,1
2faf45d2-7b53,290000,1,1,1,0,0,0,0,0,0,0
29be5213-c2af,360000,1,3,1,-2,-2,-2,-2,-2,-2,0
e2520f97-a4a5,120000,1,1,1,0,0,0,0,0,0,0
ceb871a1-3dc8,220000,1,2,2,0,0,0,0,0,0,0
5b88b2fe-f72b,220000,1,1,2,2,2,0,0,0,2,1
abba5406-37c8,10000,2,1,2,-1,-1,-2,-2,-2,-2,1
e86e113b-10a3,320000,2,2,2,0,0,0,0,0,0,0
b8d380cb-21ed,320000,1,1,1,0,0,0,0,0,0,0
770b9e05-04a6,90000,1,2,2,0,0,0,0,-1,0,0
99690cbe-b734,180000,1,1,1,0,0,0,0,0,0,0
a27c0890-4778,340000,1,2,1,0,0,0,0,0,0,0
b8ded2a5-4728,50000,1,1,2,0,0,2,0,0,0,1
36766c07-42f5,240000,2,2,1,-1,0,-1,-1,-1,-1,0
32c39be3-12df,10000,1,2,2,1,2,2,2,2,2,0
81f6c0ec-85a1,220000,2,1,1,2,2,2,2,2,2,1
20d707f5-83d1,220000,2,1,1,-2,-2,-2,-2,-2,-2,0
1bf3b4eb-d759,70000,2,3,1,0,0,0,0,0,0,0
0920a871-a885,30000,2,2,2,3,2,2,0,0,0,1
5029e1ef-e72b,130000,2,3,2,-1,-1,-1,-1,-1,-1,0
e5dad1f9-e384,140000,2,2,1,0,0,0,0,0,0,0
a29204cd-9dfb,20000,1,2,2,0,0,-1,0,0,0,0
4fcc64f8-cbdd,150000,2,1,1,1,-2,-2,-2,-2,-2,1
fe04f156-ea9d,50000,2,2,2,0,0,-2,-2,-2,-2,0
77c4ac79-1e7c,170000,2,3,1,0,0,0,0,0,0,0
cfef3659-5b4a,70000,1,1,2,2,2,0,0,0,0,1
d0fc552c-db7f,200000,2,1,2,-2,-2,-2,-2,-2,-2,0
db7c5a94-25d8,200000,1,1,1,0,-1,0,0,-1,-1,0
02ce6cd5-40ed,20000,1,2,1,1,2,0,0,0,0,1
fda7eba2-310f,200000,1,2,1,0,0,0,0,0,0,0
f368b275-832a,170000,1,2,2,-2,-2,-2,-2,-2,-2,0
3b3649c3-d0ab,130000,1,1,2,1,-2,-2,-2,-2,-2,1
3cbd4327-5b85,100000,2,1,2,0,0,0,0,2,0,0
c271e342-fb13,180000,1,2,2,0,0,0,2,0,0,0
5649d244-0cce,230000,2,3,2,-2,-1,0,0,0,0,0
6fb408aa-962c,20000,1,3,2,-1,-1,-1,-1,-1,0,0
1119ae68-523e,500000,2,1,1,0,0,0,0,0,0,1
b0aae8f8-5795,150000,2,1,1,1,-2,-2,-2,-2,-2,1
94200bf4-f123,230000,1,2,1,0,0,0,0,0,0,0
fda1edd4-da13,80000,1,1,2,1,-2,-2,-2,-2,-2,1
d991e068-367a,50000,1,2,2,0,0,0,0,0,0,0
41a459fe-2b10,10000,2,1,2,1,3,2,0,0,0,0
928ee933-aa72,140000,1,2,2,2,2,2,2,2,2,0
2acb3404-4e38,50000,1,2,2,0,0,0,0,0,0,1
fc22479c-d850,180000,1,3,2,0,0,0,0,0,0,0
fb9547c6-0c12,360000,1,1,2,1,-2,-2,-2,-2,-2,1
85ea510f-3247,580000,1,3,1,2,2,3,3,4,6,0
79f0fc70-9d44,310000,2,1,1,-2,-2,-2,-2,-2,-2,0
96126136-d314,20000,1,3,2,0,0,2,0,0,0,0
ba9f1f69-3961,180000,2,1,2,-2,-1,-1,-1,0,-1,0
f6724ab1-ea91,60000,2,1,2,0,0,0,0,0,0,0
9521c5bb-dcc6,40000,2,3,1,0,0,0,0,0,2,0
fa16714e-b14b,140000,2,2,1,0,0,2,0,0,0,0
9d9de1aa-32ad,10000,1,2,2,0,0,0,0,0,0,1
3a088d9e-4576,20000,1,1,1,0,-1,-1,-1,0,-1,0
d97cbebe-8ac1,50000,2,2,2,2,0,0,0,0,0,1
64920c14-bd7f,320000,2,2,2,0,0,0,0,0,0,0
de2c159e-69e3,50000,1,2,1,0,0,0,0,0,0,0
a2d1ef91-9792,340000,1,1,1,-1,-1,-1,-2,-1,2,0
0a0dcc41-b58e,300000,2,2,1,1,-2,-2,-2,-2,-2,0
60ee52bf-6b57,40000,2,2,2,0,0,0,0,2,2,0
3144a61e-57d5,20000,2,2,2,2,2,0,0,0,3,1
4a794bfd-256c,30000,2,3,1,1,-2,-1,0,0,-1,0
db291938-97b0,80000,2,2,1,-2,-2,-2,-2,-2,-2,0
19636e91-656f,390000,2,3,1,-2,-2,-2,-2,-1,-1,1
4f01b468-c09d,20000,2,2,2,1,2,2,2,2,2,1
0c7926fd-eb5b,200000,1,2,1,0,0,0,0,0,0,1
9fab7a8b-3bb6,80000,2,3,1,0,0,0,0,0,0,0
478544f2-b6dd,50000,2,2,1,2,0,0,0,0,0,1
3ba2475d-4152,230000,2,2,1,0,0,0,0,0,0,0
b9944416-ba23,190000,2,2,2,0,0,0,0,0,0,0
46baca40-b8d0,260000,1,3,1,-1,0,0,0,0,0,0
f33a6daf-2d6f,100000,2,1,1,-1,-1,-1,-1,-1,-1,0
90c7d437-05cc,140000,1,2,2,0,0,0,0,0,0,0
7397ff22-eaf2,20000,2,2,1,2,0,0,0,0,0,1
81477047-d10f,80000,1,2,2,0,0,0,0,0,0,0
069c5616-e2f9,360000,1,1,2,0,0,0,0,-1,-1,0
bc21d272-999a,30000,2,2,1,2,2,0,0,0,0,1
b9914a40-66f3,500000,2,1,1,0,0,0,0,0,0,0
3e54d337-3e20,320000,2,2,2,2,-1,-1,-1,-1,-1,0
3b53f135-ec49,500000,2,1,1,0,0,0,0,0,0,0
6ecd977c-1224,240000,2,1,1,1,-2,-1,-1,0,0,0
a45b2623-b158,50000,2,1,2,-1,-1,-1,-1,-1,-1,0
14bd4792-6c41,250000,2,1,2,0,0,0,0,0,0,0
0e9b3589-e246,180000,2,2,1,0,0,0,0,0,0,0
51627dd8-e46b,10000,2,2,2,-1,-1,-1,-1,0,-1,0
4ed89524-2d0b,200000,2,3,1,0,0,0,0,0,0,0
ff8fbeea-bcd7,120000,2,1,2,-1,-1,-1,-1,-1,-1,0
85d0f4e7-1767,230000,1,2,1,-1,-1,-1,-1,-1,-1,0
8db2cbd4-0c95,330000,2,1,1,1,-2,-2,-1,-1,-1,0
aa0eb65c-9690,50000,2,2,2,0,0,0,0,0,0,1
0ed28b10-22fa,130000,1,2,2,0,0,-2,-2,-2,-2,0
41dbaaea-198e,110000,1,2,2,2,2,2,2,2,2,1
fff8d466-5d8a,120000,2,1,2,0,0,-1,0,0,-1,0
1f298481-25d2,120000,2,1,2,-2,-1,-1,-1,0,0,0
bb92939e-cbb6,210000,2,2,1,0,0,0,0,0,2,0
ecfb0978-b214,30000,1,2,1,1,2,0,0,2,2,0
eb582480-23cf,50000,1,3,2,2,2,2,2,2,2,0
7f0a7009-81e5,140000,2,2,2,-1,-1,-1,0,-1,-1,0
2340b8be-3988,140000,1,3,1,2,2,2,2,2,2,0
1dbb8742-5725,50000,1,2,1,0,0,0,0,0,0,0
6b79a0a7-cdc4,130000,1,3,1,1,2,0,0,0,0,1
149cd79e-2ce4,80000,2,2,2,1,2,0,0,0,0,1
d5d57cef-4594,50000,2,3,1,0,0,2,0,0,0,0
f287699c-d917,100000,1,1,1,1,2,2,2,2,0,0
bfc6415f-e17b,260000,2,2,1,-1,-1,-1,0,-1,-1,0
cbad7288-a2c0,320000,1,1,2,0,0,0,0,0,0,0
33779054-e483,80000,2,2,1,0,0,0,0,0,0,0
0e2beb21-a5cb,140000,1,1,2,0,0,0,0,0,0,0
73895c9d-46e4,180000,1,2,1,0,0,0,2,-1,-1,1
434fb130-3076,80000,1,4,2,1,-1,-1,-1,0,0,0
9da37dab-b303,250000,1,2,2,1,-2,-2,-2,-2,-2,0
3640903a-3d46,80000,1,1,2,0,0,0,0,0,0,0
18753cec-aed4,30000,1,3,1,0,0,0,0,0,-1,1
514e156b-dc0a,120000,2,2,1,-1,-1,-1,-1,-1,-1,0
ef9fa8c8-ea9e,120000,2,2,2,0,0,0,0,0,0,0
b174e40b-da13,50000,1,2,2,0,0,0,0,-1,0,0
da1bd62b-45e0,250000,1,2,1,-2,-2,-2,-1,-1,-1,0
eb38448d-8085,260000,1,1,2,0,0,0,0,0,0,0
dc152522-cdeb,180000,2,1,2,-1,2,-1,-1,-1,2,0
1bd6d909-f515,20000,1,3,1,-1,-1,-1,-1,-1,-1,0
039d4518-1d3f,150000,1,2,1,1,2,2,0,0,0,1
6ebab013-b2af,260000,1,1,2,-1,-1,-1,-1,-1,-1,0
8abee8a2-4804,70000,2,1,2,0,0,0,0,0,0,0
bc79ab78-9981,160000,2,1,1,-1,-1,-1,-1,0,0,0
9d3a3111-2316,50000,2,2,1,1,-2,-2,-2,-2,-2,0
0985b13e-b255,170000,1,2,1,-1,-1,-1,-1,-2,-1,0
0598f4ad-01f3,210000,2,3,1,0,0,0,0,0,0,0
39dbccd9-ec57,230000,1,1,2,1,-2,-2,-2,-2,-2,0
867035f3-a1c4,80000,2,2,1,0,0,-1,-1,-1,-1,0
d0487e0b-1865,90000,2,2,1,-1,-1,-1,-1,-1,-1,0
9a221e19-a98e,90000,2,1,1,2,2,2,2,2,2,1
acb9ac62-99e5,250000,2,1,1,-1,-1,2,0,-1,2,0
4235e712-cd3a,270000,1,2,2,1,2,2,2,2,0,0
774d301b-6def,20000,1,3,2,0,0,0,0,0,0,0
51c4e2c5-ede2,80000,2,4,2,1,2,-1,-1,-1,0,0
74648f9f-707e,20000,1,1,2,2,2,0,0,0,0,0
8d216572-92a1,150000,2,2,1,0,0,0,2,0,0,0
6cb3f158-884a,130000,2,2,1,0,0,0,0,0,0,0
9ec02161-d5a7,320000,2,1,2,-1,0,-1,-1,-1,-1,0
264f400a-35d3,50000,2,1,2,2,2,2,0,0,0,1
5ad63af0-558b,260000,2,2,1,0,0,0,0,0,0,0
f6b28002-9d0b,140000,2,1,2,2,2,2,2,2,2,0
e7d46fd8-7b46,10000,2,3,1,1,4,3,2,2,2,1
2a2e0996-f400,180000,1,1,2,0,0,0,0,0,0,0
